Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28
掌,16306,zhǎng,zoeng2,chóng,,,2tsaan,しょう,しょう,しょう,손바닥|장,,,,,,,,,,,,,,,,
掍,16307,hùn,gwan2,,,,,,,,,,,,,,,,,,,,,,,,
掎,16308,jǐ,gei2,,,,,き,き,き,hangeul=기|eumhun=|rv=gi|mr=ki|y=ki,,,,,,,,,,,,,,,,
掏,16309,tāo,tou4,,,tho͘,,どう,どう,とう,도,,,,,,,,,,,,,,,,
掐,16310,qiā,haap3,khang,,iap,,こう,,,,,,,,,,,,,,,,,,,
排,16312,pái,paai4,phài,,pâi,3ba,べ,べ,はい,hangeul=배|eumhun=|rv=bae|mr=pae|y=pay,,,,,,,,,,,,,,,,
掓,16313,shū,suk1,,,,,,,,,,,,,,,,,,,,,,,,
掔,16314,,,,,,,かん,,,,,,,,,,,,,,,,,,,
掕,16315,,,,,,,りょう,,,,,,,,,,,,,,,,,,,
掖,16316,yē,jik6,,,ia̍k,,えき,,,액,,,,,,,,,,,,,,,,
掘,16318,jué,gwat6,khu̍t,,ku̍t,,ごち,ごち,くつ,hangeul=[[굴]], [[궐]]|eumhun=|rv=gul, gwol|mr=kul, kwŏl|y=kwul, kwel,,,,,,,,,,,,
掜,16322,yì,ngai5,,,,,,,,hangeul=예|eumhun=|rv=ye|mr=ye|y=yey,,,,,,,,,,,,,,,,
掝,16323,,,,,,,,,,,,,,,,,,,,,,,,,,
掞,16324,shàn,sim3,,,,,えん,,,,,,,,,,,,,,,,,,,
掟,16325,,deng3,,,,,じょう,じょう,てい,hangeul=정|eumhun=|rv=jeong|mr=chŏng|y=ceng,,,,,,,,,,,,,,,,
掠,16326,lüè,loek6,,,,,らく,らく,りゃく,hangeul=[[략]]>[[약]], [[량]]>[[양]]|eumhun=|rv=ryak>yak, ryang>yang|mr=ryak>yak, ryang>yang|y=lyak>yak, lyang>yang,,,,,,,,,,,,
採,16327,cǎi,coi2,chhái,,chhái,,さい,さい,さい,hangeul=채|eumhun=|rv=chae|mr=ch'ae|y=chay,,,,,,,,,,,,,,,,
探,16328,tàn,taam3,tâm,,thàm,2thoe,とん,とん,たん,hangeul=탐|eumhun=|rv=tam|mr=t'am|y=tham,,,,,,,,,,,,,,,,
掣,16329,chè,zai3,,,chhoah,,せい,,,hangeul=[[체]], [[철]],,,,,,,,,,,,,,,
掤,16330,bīng,bing1,,,,,ひょう,,,,,,,,,,,,,,,,,,,
接,16331,jiē,zip3,chiap,jiab5,chih,4jiq,しょう,しょう,しょう,hangeul=접|eumhun=|rv=jeop|mr=chŏp|y=cep,,,,,,,,,,,,,,,,
控,16333,kòng,hung3,,,,,くう,くう,こう,hangeul=[[공]], [[강]]|eumhun=|rv=gong, gang|mr=kong, kang|y=kong, kang,,,,,,,,,,,,
推,16334,tuī,teoi1,thôi,tui1,,1the,すい,すい,すい,hangeul=[[추]], [[퇴]],,,,,,,,,,,,,,,
掩,16335,yǎn,jim2,,,am,,えん,,,hangeul=엄|eumhun=|rv=eom|mr=ŏm|y=em,,,,,,,,,,,,,,,,
措,16336,cuò,cou3,,,chhò͘,,す,す,そ,hangeul=[[조]], [[책]]|eumhun=|rv=jo, chaek|mr=cho, ch'aek|y=co, chayk,,,,,,,,,,,,
掫,16337,zōu,zau1,,,,,しゅ,しゅ,しゅ,,,,,,,,,,,,,,,,,
掾,16356,yuàn,jyun6,,,,,えん,えん,えん,hangeul=연|eumhun=|rv=yeon|mr=yŏn|y=yen,,,,,,,,,,,,,,,,
揀,16358,jiǎn,gaan2,kién,gian3,,2ke,けん,けん,かん,hangeul=[[간]], [[연]]|eumhun=|rv=gan, yeon|mr=kan, yŏn|y=kan, yen,,,,,,,,,,,,
揂,16360,,,,,,,,,,,,,,,,,,,,,,,,,,
揃,16361,jiǎn,zin2,,,,,せん,せん,せん,hangeul=전|eumhun=|rv=jeon|mr=chŏn|y=cen,,,,,,,,,,,,,,,,
揄,16362,yú,jyu4,,,,,ゆ,,,hangeul=유|eumhun=|rv=yu|mr=yu|y=yu,,,,,,,,,,,,,,,,
揅,16363,,,,,,,けん,,,,,,,,,,,,,,,,,,,
揆,16364,kuí,kwai4,,,,,き,,,hangeul=규|eumhun=|rv=gyu|mr=kyu|y=kyu,,,,,,,,,,,,,,,,
揇,16365,nǎn,naam5,,,,,,,,,,,,,,,,,,,,,,,,
揈,16366,hōng,gwang1,,,hong,,こう,,,,,,,,,,,,,,,,,,,
揉,16367,róu,jau4,,,,3nyieu,にゅう,にゅう,じゅう,hangeul=유|eumhun=|rv=yu|mr=yu|y=yu,,,,,,,,,,,,,,,,
揊,16368,pì,bik1,,,,,,,,,,,,,,,,,,,,,,,,
揋,16369,wēi,wui1,,,,,,,,,,,,,,,,,,,,,,,,
揌,16370,,,,,,,,,,,,,,,,,,,,,,,,,,
揎,16372,,,,,,,せん,,,,,,,,,,,,,,,,,,,
描,16373,miáo,miu4,,,biâu,,みょう,みょう,びょう,hangeul=묘|eumhun=|rv=myo|mr=myo|y=myo,,,,,,,,,,,,,,,,
提,16374,tí,tai4,thì,,thê,3di,だい,だい,てい,hangeul=[[제]], [[시]]|eumhun=끌다, 거느리다|rv=je, si|mr=che, si|y=cey, si,,,,,,,,,,,
插,16376,chā,caap3,chhap,cab5,chhah,4tshaq,しょう,しょう,そう,hangeul=[[삽]]|eumhun=|rv=sap|mr=sap|y=sap,,,,,,,,,,,,,,,,
揔,16378,sōng,,,,,,そう,,,,,,,,,,,,,,,,,,,
揕,16379,,,,,,,ちん,,,hangeul=[[침]]|eumhun=|rv=chim|mr=ch'im|y=chim,,,,,,,,,,,,,,,,
揗,16381,xún,seon6,,,,,,,,,,,,,,,,,,,,,,,,
揘,16382,yóng,wing4,,,,,,,,,,,,,,,,,,,,,,,,
揙,16383,biān,bin1,pién,,,,,,,,,,,,,,,,,,,,,,,
揚,16384,yáng,joeng4,,,,,よう,よう,よう,오르다|오를|양,,,,,,,,,,,,,,,,
換,16385,huàn,wun6,von,von4,ōaⁿ,,がん,がん,かん,hangeul=환|eumhun=,,,,,,,,,,,,,,,,
揜,16386,yǎn,jim2,,,ho̍p,,えん,,,hangeul=[[암]], [[엄]]|eumhun=|rv=am, eom|mr=am, ŏm|y=am, em,,,,,,,,,,,,
揞,16388,ǎn,am2,,êm1,ám,,,,,,,,,,,,,,,,,,,,,
揟,16389,xū,seoi1,,,,,,,,hangeul=서|eumhun=|rv=seo|mr=sŏ|y=se,,,,,,,,,,,,,,,,
揠,16390,yà,aat3,,,at,4aq,さつ,,,hangeul=알|eumhun=|rv=al|mr=al|y=al,,,,,,,,,,,,,,,,
握,16391,wò,ak1,,,ak,,あく,あく,あく,,,,,,,,,,,,,,,,,
揢,16392,ké,kak1,,,,,,,,,,,,,,,,,,,,,,,,
揤,16394,jí,zat1,,,,,,,,,,,,,,,,,,,,,,,,
揥,16395,,,,,,,てい,,,,,,,,,,,,,,,,,,,
揧,16397,là,laat6,,,,,,,,,,,,,,,,,,,,,,,,
揨,16398,chén,caang4,,,,,,,,,,,,,,,,,,,,,,,,
揩,16399,kāi,haai1,,,ai,,け,け,かい,hangeul=개|eumhun=|rv=gae|mr=kae|y=kay,,,,,,,,,,,,,,,,
揫,16401,,,,,,,,,,hangeul=추|eumhun=|rv=chu|mr=ch'u|y=chwu,,,,,,,,,,,,,,,,
揬,16402,,,,,,,とつ,,,,,,,,,,,,,,,,,,,
揭,16403,jiē,kit3,,giad5,gia̍h,,けい,,,hangeul=[[게]], [[갈]]|eumhun=|rv=ge, gal|mr=ke, kal|y=key, kal,,,,,,,,,,,,
揮,16404,huī,fai1,,fi1,hui,,け,け,き,hangeul=휘|eumhun=|rv=hwi|mr=hwi|y=hwi,,,,,,,,,,,,,,,,
揯,16405,,,,,,,,,,,,,,,,,,,,,,,,,,
揱,16407,xiāo,sok3,,,,,,,,,,,,,,,,,,,,,,,,
揲,16408,dié,dip6,,,tia̍p,,せつ,,,설,,,,,,,,,,,,,,,,
揳,16409,xiē,sit3,,,soeh,,せつ,,,,,,,,,,,,,,,,,,,
援,16410,yuán,wun4,,,oân,,えん,えん,えん,hangeul=원|eumhun=|rv=won|mr=wŏn|y=wen,,,,,,,,,,,,,,,,
揵,16411,,,,,,,けん,,,hangeul=건|eumhun=|rv=geon|mr=kŏn|y=ken,,,,,,,,,,,,,,,,
揾,16420,,,,,,,,,,,,,,,,,,,,,,,,,,
搄,16426,gēng,gang1,,,,,,,,,,,,,,,,,,,,,,,,
搆,16428,,,,,,,く,く,こう,hangeul=구|eumhun=|rv=gu|mr=ku|y=kwu,,,,,,,,,,,,,,,,
搇,16429,,,,,,,,,,,,,,,,,,,,,,,,,,
搈,16430,róng,jung4,,,,,,,,,,,,,,,,,,,,,,,,
搉,16431,què,gok3,kho̍k,,,,かく|kun=はか,,,hangeul=각|eumhun=|rv=gak|mr=kak|y=kak,,,,,,,,,,,,,,,,
搊,16432,chōu,cau1,,,,,しゅう,,,,,,,,,,,,,,,,,,,
搋,16433,chuāi,caai1,,,,,,,,,,,,,,,,,,,,,,,,
搌,16434,zhǎn,zin2,,,,,,,,,,,,,,,,,,,,,,,,
搎,16435,,,,,,,,,,,,,,,,,,,,,,,,,,
搏,16436,bó,bok3,,,ok,,はく,,,,,,,,,,,,,,,,,,,
搑,16438,,,,,,,,,,,,,,,,,,,,,,,,,,
搒,16439,péng,pang4,,,,,ほう,,,hangeul=방|eumhun=|rv=bang|mr=pang|y=pang,,,,,,,,,,,,,,,,
搓,16440,cuō,caai1,chho,,chho,,さ,,,차,,,,,,,,,,,,,,,,
搔,16441,sāo,sou1,,,so,,そう,,,hangeul=소|eumhun=|rv=so|mr=so|y=so,,,,,,,,,,,,,,,,
搕,16442,kē,hap1,,,,,,,,,,,,,,,,,,,,,,,,
搖,16443,yáo,jiu4,yèu,,,,よう,,,hangeul=요,,,,,,,,,,,,,,,,
搗,16444,dǎo,dou2,,,táu,,とう,とう,とう,도,,,,,,,,,,,,,,,,
搙,16446,nù,nuk6,,,,,ぬ,,,,,,,,,,,,,,,,,,,
搚,16447,,,,,,,,,,,,,,,,,,,,,,,,,,
搢,16455,jìn,zeon3,,,,,しん,,,hangeul=진|eumhun=|rv=jin|mr=chin|y=cin,,,,,,,,,,,,,,,,
搣,16456,miè,mit1,met,mêd5,,,,,,,,,,,,,,,,,,,,,,
搤,16457,,,,,,,あく,,,hangeul=액|eumhun=|rv=aek|mr=aek|y=ayk,,,,,,,,,,,,,,,,
搥,16458,,,,,,,たい,,,hangeul=[[추]], [[퇴]]|eumhun=|rv=chu, toe|mr=ch'u, t'oe|y=chwu,,,,,,,,,,,,,
搦,16459,nuò,nik1,,,la̍k,,にゃく,にゃく,だく,,,,,,,,,,,,,,,,,
搩,16462,,,,,,,けつ,,,,,,,,,,,,,,,,,,,
搪,16463,táng,tong4,,,tông,,とう,,,hangeul=당|eumhun=|rv=dang|mr=tang|y=tang,,,,,,,,,,,,,,,,
搫,16464,pán,bun1,,,,,,,,hangeul=반|eumhun=|rv=ban|mr=pan|y=pan,,,,,,,,,,,,,,,,
搭,16466,dā,daap3,tap,,tah,4taq,とう,,,hangeul=탑,,,,,,,,,,,,,,,,
搮,16467,,,,,,,,,,,,,,,,,,,,,,,,,,
搰,16469,hú,wat6,,,,,こつ,,,hangeul=골|eumhun=,,,,,,,,,,,,,,,,
搴,16473,qiān,hin1,,,,,けん,,,,,,,,,,,,,,,,,,,
搵,16474,wèn,wan3,vun,,ùn,,おん,,,,,,,,,,,,,,,,,,,
搶,16475,qiǎng,coeng2,chhióng,,,,しょう,,,hangeul=창|eumhun=|rv=chang|mr=ch'ang|y=chang,,,,,,,,,,,,,,,,
搷,16476,tián,tin4,,,,,,,,,,,,,,,,,,,,,,,,
搸,16477,zhēn,zeon1,,,,,,,,,,,,,,,,,,,,,,,,
搹,16478,,,,,,,,,,,,,,,,,,,,,,,,,,
携,16479,,,,,,,え,え,けい,hangeul=휴|eumhun=|rv=hyu|mr=hyu|y=hyu,,,,,,,,,,,,,,,,
摇,16492,,,,,,,よう,,,,,,,,,,,,,,,,,,,
摋,16496,sà,saat3,,,,,さつ,,,,,,,,,,,,,,,,,,,
摌,16497,chǎn,caan2,,,,,,,,,,,,,,,,,,,,,,,,
摍,16498,,,,,,,,,,,,,,,,,,,,,,,,,,
摎,16499,jiū,gau1,lâu,,,,きょう,きょう,きゅう,,,,,,,,,,,,,,,,,
摏,16500,,,,,,,しょう,,,,,,,,,,,,,,,,,,,
摐,16501,chuāng,cung1,,,,,,,,,,,,,,,,,,,,,,,,
摒,16503,bìng,bing2,piang,,piaⁿ,,へい,,,hangeul=병|eumhun=제거할|rv=byeong|mr=pyŏng|y=pyeng,,,,,,,,,,,,,,,,
摕,16506,,,,,,,,,,,,,,,,,,,,,,,,,,
摖,16507,,,,,,,,,,,,,,,,,,,,,,,,,,
摗,16508,sōu,cuk1,,,,,,,,,,,,,,,,,,,,,,,,
摘,16509,zhāi,zaak6,chak,,tiak,,てき,,,hangeul=적|eumhun=|rv=jeok|mr=chŏk|y=cek,,,,,,,,,,,,,,,,
摙,16510,,,,,,,,,,,,,,,,,,,,,,,,,,
摛,16512,chī,ci1,,,,,ち,,,,,,,,,,,,,,,,,,,
摜,16513,guàn,gwaan3,,,,,かん,,,,,,,,,,,,,,,,,,,
摝,16514,,,,,,,ろく,,,,,,,,,,,,,,,,,,,
摞,16515,luò,lo3,,,,,,,,,,,,,,,,,,,,,,,,
摟,16516,lǒu,lau5,lèu,,,,ろう,,,,,,,,,,,,,,,,,,,
摡,16518,gài,goi3,,,,,かい,,,,,,,,,,,,,,,,,,,
摣,16520,zhā,zaa1,,,,,さ,,,,,,,,,,,,,,,,,,,
摤,16521,chuǎng,coeng2,,,,,,,,,,,,,,,,,,,,,,,,
摦,16523,huà,waa6,,,,,,,,,,,,,,,,,,,,,,,,
摧,16524,cuī,ceoi1,,,chhui,,ざい,ざい,さい,최,,,,,,,,,,,,,,,,
摨,16525,nái,naai4,,,,,,,,,,,,,,,,,,,,,,,,
摩,16526,mó,mo1,mô,,mô͘,3mu,ま,ま,ば,hangeul=마|eumhun=|rv=ma|mr=ma|y=ma,,,,,,,,,,,,,,,,
摫,16528,guī,kwai1,,,,,,,,,,,,,,,,,,,,,,,,
摬,16529,yǐng,jing2,,,,,,,,,,,,,,,,,,,,,,,,
摭,16530,zhí,zek3,,,,,せき,,,hangeul=척|eumhun=|rv=cheok|mr=ch'ŏk|y=chek,,,,,,,,,,,,,,,,
摮,16531,áo,ngou4,,,,,,,,,,,,,,,,,,,,,,,,
摯,16532,zhì,zi3,,,,,し,,,hangeul=지|eumhun=|rv=ji|mr=chi|y=ci,,,,,,,,,,,,,,,,
摲,16535,chàn,saam3,,,,,,,,,,,,,,,,,,,,,,,,
摳,16536,kōu,kau1,,,io,,こう,,,hangeul=구|eumhun=|rv=gu|mr=ku|y=kwu,,,,,,,,,,,,,,,,
摴,16537,chū,syu1,,,,,ちょ,,,,,,,,,,,,,,,,,,,
摵,16538,,,,,,,,,,,,,,,,,,,,,,,,,,
摶,16539,tuán,tyun4,,,,,だん,だん,たん,,,,,,,,,,,,,,,,,
摷,16540,,,,,,,,,,,,,,,,,,,,,,,,,,
摸,16541,mō,mo2,miâ,,,,まく,まく,ばく,모,,,,,,,,,,,,,,,,
摺,16543,zhé,zip3,chap,,chih,,しょう,,,hangeul=접|eumhun=|rv=jeop|mr=chŏp|y=cep,,,,,,,,,,,,,,,,
摻,16544,chān,caam1,chhâm,,chham,,さん,,,hangeul=섬|eumhun=|rv=seom|mr=sŏm|y=sem,,,,,,,,,,,,,,,,
摼,16545,kēng,hang1,,,,,,,,,,,,,,,,,,,,,,,,
摽,16546,biāo,biu1,,,,,ひょう,,,hangeul=표|eumhun=|rv=pyo|mr=p'yo|y=phyo,,,,,,,,,,,,,,,,
撅,16554,juē,kyut3,,,,,けつ,,,hangeul=궤|eumhun=|rv=gwe|mr=kwe|y=kwey,,,,,,,,,,,,,,,,
撆,16555,,,,,,,,,,,,,,,,,,,,,,,,,,
撈,16557,lāo,,,,,1'lau,ろう,ろう,ろう,hangeul=[[로]]>[[노]]|eumhun=|rv=ro>no|mr=ro>no|y=lo>no,,,,,,,,,,,,,,,,
撋,16560,,,,,,,,,,,,,,,,,,,,,,,,,,
撍,16562,,,,,,,,,,,,,,,,,,,,,,,,,,
撎,16563,,,,,,,,,,,,,,,,,,,,,,,,,,
撏,16564,xián,cim4,,,siâm,,さん,,,,,,,,,,,,,,,,,,,
撓,16568,náo,naau4,,,lâu,,にょう,にょう,どう,hangeul=요|eumhun=|rv=yo|mr=yo|y=yo,,,,,,,,,,,,,,,,
撕,16570,sī,si1,,,si,,せい,,,서,,,,,,,,,,,,,,,,
撖,16571,hàn,haam5,,,,,,,,,,,,,,,,,,,,,,,,
撙,16574,zǔn,zyun2,chún,,,,そん,,,준,,,,,,,,,,,,,,,,
撚,16575,niǎn,nan2,ngién,,lián,,ねん,,,비틀다|비틀|년||연,,,,,,,,,,,,,,,,
撛,16576,,,,,,,りん,,,,,,,,,,,,,,,,,,,
撜,16577,zhěng,caang4,,,,,,,,,,,,,,,,,,,,,,,,
撝,16578,huī,fai1,,,,,き,,,휘,,,,,,,,,,,,,,,,
撞,16579,zhuàng,zong6,chhong,,tōng,3zaan,どう,どう,とう,hangeul=당|eumhun=|rv=dang|mr=tang|y=tang,,,,,,,,,,,,,,,,
撟,16580,jiǎo,giu2,,,,,きょう,,,교,,,,,,,,,,,,,,,,
撠,16581,,,,,,,,,,,,,,,,,,,,,,,,,,
撢,16583,tàn,taam2,,,,,,,,,,,,,,,,,,,,,,,,
撣,16584,dǎn,daan6,,,,,たん,,,,,,,,,,,,,,,,,,,
撤,16585,chè,cit3,,,,,てち,てち,てつ,hangeul=철|eumhun=|rv=cheol|mr=ch'ŏl|y=chel,,,,,,,,,,,,,,,,
撥,16586,bō,but6,pat,bad5,poah,4peq,はち,はち,はつ,hangeul=[[발]], [[벌]]|eumhun=,,,,,,,,,,,,,,,
撦,16587,,,,,,,しゃ,,,,,,,,,,,,,,,,,,,
撨,16589,xiāo,siu1,,,,,しょう,しょう,しょう,,,,,,,,,,,,,,,,,
撩,16590,liáo,liu4,liàu,,liâu,,りょう,りょう,りょう,hangeul=[[료]]>[[요]]|eumhun=|rv=ryo>yo|mr=ryo>yo|y=lyo>yo,,,,,,,,,,,,,,,,
撫,16592,fǔ,fu2,,,hú,,ふ,ふ,ふ,hangeul=무|eumhun=|rv=mu|mr=mu|y=mu,,,,,,,,,,,,,,,,
撰,16597,zhuàn,zaan6,,,,,せん,せん,さん,hangeul=[[찬]], [[천]]|eumhun=|rv=chan, cheon|mr=ch'an, ch'ŏn|y=chan, chen,,,,,,,,,,,,
撱,16598,,,,,,,,,,,,,,,,,,,,,,,,,,
撲,16599,pū,puk1,phu,,ok,4phoq,ほく,ほく,ほく,hangeul=[[박]], [[복]],,,,,,,,,,,,,,,
撳,16600,qìn,gam6,khim,kim4,,2qin,きん,,,,,,,,,,,,,,,,,,,
撻,16608,tà,taat3,,,that,,たち,,,hangeul=달,,,,,,,,,,,,,,,,
撼,16609,hàn,ham6,,,hām,,ごん,ごん,かん,hangeul=감|eumhun=|rv=gam|mr=kam|y=kam,,,,,,,,,,,,,,,,
撿,16612,jiǎn,gim2,,,kiám,,れん,,,hangeul=검|eumhun=|rv=geom|mr=kŏm|y=kem,,,,,,,,,,,,,,,,
擃,16616,,,,,,,,,,,,,,,,,,,,,,,,,,
擄,16617,lǔ,lou5,,,ló͘,,りょ,,,hangeul=[[로]]>[[노]]|eumhun=|rv=ro>no|mr=ro>no|y=lo>no,,,,,,,,,,,,,,,,
擅,16618,shàn,sin6,,,siān,,せん,,,hangeul=천|eumhun=|rv=cheon|mr=ch'ŏn|y=chen,,,,,,,,,,,,,,,,
擆,16619,,,,,,,,,,,,,,,,,,,,,,,,,,
擇,16620,zé,zaak6,chhe̍t,,,5zeq,じゃく,じゃく,たく,hangeul=택|eumhun=|rv=taek|mr=t'aek|y=thayk,,,,,,,,,,,,,,,,
擉,16622,chuò,cok3,,,,,さく,,,착,,,,,,,,,,,,,,,,
擋,16624,dǎng,dong2,,,tóng,,とう,,,,,,,,,,,,,,,,,,,
擌,16625,sè,saak3,,,,,さく,,,,,,,,,,,,,,,,,,,
操,16626,cāo,cou1,chhâu,,chhau,,そう,そう,そう,hangeul=[[조]]|eumhun=|rv=jo|mr=cho|y=co,,,,,,,,,,,,,,,,
擎,16627,qíng,king4,khià,,êng,,けい,,,hangeul=경|eumhun=|rv=gyeong|mr=kyŏng|y=kyeng,,,,,,,,,,,,,,,,
擐,16629,huàn,gwaan3,,,,,かん,,,hangeul=[[환]]|eumhun=|rv=hwan|mr=hwan|y=hwan,,,,,,,,,,,,,,,,
擒,16631,qín,kam4,,,îm,,ごん,ごん,きん,hangeul=금|eumhun=|rv=geum|mr=kŭm|y=kum,,,,,,,,,,,,,,,,
擔,16633,dān,daam1,tâm,,taⁿ,1te,たん,たん,たん,담,,,,,,,,,,,,,,,,
擖,16635,kā,kaa1,,,,,,,,,,,,,,,,,,,,,,,,
擗,16636,pǐ,pik1,,,,,へき,,,hangeul=벽|eumhun=|rv=byeok|mr=pyŏk|y=pyekaa,,,,,,,,,,,,,,,,
擘,16637,bò,maak3,pak,,,,はく,,,hangeul=벽|eumhun=|rv=byeok|mr=pyŏk|y=pyek,,,,,,,,,,,,,,,,
據,16639,jù,geoi3,kí,,kìr,2jy,きょ,,,hangeul=거|eumhun=|rv=geo|mr=kŏ|y=ke,,,,,,,,,,,,,,,,
擟,16644,,,,,,,,,,,,,,,,,,,,,,,,,,
擠,16645,jǐ,zai1,,,ché,,さい,さい,せい,제,,,,,,,,,,,,,,,,
擡,16646,,,,,,,たい,,,대,,,,,,,,,,,,,,,,
擢,16647,zhuó,zok6,,,,,だく,だく,たく,탁,,,,,,,,,,,,,,,,
擣,16648,,,,,,,とう,とう,とう,도,,,,,,,,,,,,,,,,
擧,16652,,,,,,,こ,こ,きょ,들다|들|거,,,,,,,,,,,,,,,,
擨,16653,,,,,,,,,,,,,,,,,,,,,,,,,,
擩,16654,rǔ,jeoi5,,,,,にゅ,にゅ,じゅ,,,,,,,,,,,,,,,,,
擪,16655,,,,,,,よう,,,,,,,,,,,,,,,,,,,
擬,16657,nǐ,ji5,,ngi3,gí,,ご,ご,ぎ,hangeul=의|eumhun=|rv=ui|mr=ŭi|y=uy,,,,,,,,,,,,,,,,
擭,16658,hù,faa6,,,,,わく,,,화,,,,,,,,,,,,,,,,
擯,16660,bìn,ban3,,,,,ひん,,,빈,,,,,,,,,,,,,,,,
擳,16664,,zit1,,,,,,,,,,,,,,,,,,,,,,,,
擴,16665,kuò,kwok3,,,ok,,かく,かく,かく,hangeul=[[확]], [[광]]|eumhun=|rv=hwak, gwang|mr=hwak, kwang|y=hwak, kwang,,,,,,,,,,,,
擷,16668,xié,kit3,,,,,けつ,,,힐,,,,,,,,,,,,,,,,
擸,16669,liè,lip6,,,,,,,,,,,,,,,,,,,,,,,,
擹,16670,,,,,,,,,,,,,,,,,,,,,,,,,,
擺,16671,bǎi,baai2,pái,bai3,pái,2pa,はい,,,파,,,,,,,,,,,,,,,,
擻,16672,sǒu,sau3,,,,,そう,,,,,,,,,,,,,,,,,,,
擾,16674,rǎo,jiu2,,iau3,,,にょう,にょう,じょう,hangeul=요|eumhun=|rv=yo|mr=yo|y=yo,,,,,,,,,,,,,,,,
擿,16675,zhì,zek3,,,,,てき,,,,,,,,,,,,,,,,,,,
攀,16676,pān,paan1,phân,,an,,はん,,,hangeul=반,,,,,,,,,,,,,,,,
攂,16678,lèi,leoi4,,,,,,,,hangeul=[[롱]]>[[농]]|eumhun=|rv=rong>nong|mr=rong>nong|y=long>nong,,,,,,,,,,,,,,,,
攃,16679,,,,,,,,,,,,,,,,,,,,,,,,,,
攄,16680,shū,syu1,,,,,ちょ,,,터,,,,,,,,,,,,,,,,
攅,16681,,,,,,,さん,,,,,,,,,,,,,,,,,,,
攇,16683,xiǎn,hin2,,,,,,,,hangeul=헌|eumhun=,,,,,,,,,,,,,,,,
攈,16684,pèi,,,,,,くん,,,,,,,,,,,,,,,,,,,
攉,16685,huō,fok3,vok,,,,かく,,,,,,,,,,,,,,,,,,,
攊,16686,,,,,,,ふき,,,hangeul=[[려]]>[[여]]|eumhun=|rv=ryeo>yeo|mr=ryŏ>yŏ|y=lye>ye,,,,,,,,,,,,,,,,
攋,16687,là,,,,,,,,,,,,,,,,,,,,,,,,,
攎,16690,lú,lou4,,,,,,,,,,,,,,,,,,,,,,,,
攏,16691,lǒng,lung5,lûng,,lóng,,ろう,,,hangeul=[[롱]]>[[농]]|eumhun=|rv=rong>nong|mr=rong>nong|y=long>nong,,,,,,,,,,,,,,,,
攐,16692,,,,,,,,,,,,,,,,,,,,,,,,,,
攑,16693,qiān,hin1,,,,,,,,,,,,,,,,,,,,,,,,
攔,16696,lán,laan4,làn,,lân,,らん,,,hangeul=[[란]]>[[난]]|eumhun=|rv=ran>nan|mr=ran>nan|y=lan>nan,,,,,,,,,,,,,,,,
攕,16697,xiān,saam1,,,,,,,,,,,,,,,,,,,,,,,,
攖,16698,yīng,jing1,,,,,えい,,,,,,,,,,,,,,,,,,,
攗,16699,méi,mei4,,,,,,,,,,,,,,,,,,,,,,,,
攘,16700,ráng,joeng4,,,,,じょう,,,양,,,,,,,,,,,,,,,,
攙,16701,chān,caam1,,,chham,,せん,せん,さん,참,,,,,,,,,,,,,,,,
攛,16703,cuān,cyun1,,,,,さん,,,,,,,,,,,,,,,,,,,
攝,16705,shè,sip3,ngiap,,siap,,しょう,しょう,しょう,hangeul=[[섭]], [[엽]]|eumhun=|rv=seop, yeop|mr=sŏp, yŏp|y=sep, yep,,,,,,,,,,,,
攡,16709,chī,ci1,,,,,,,,,,,,,,,,,,,,,,,,
攤,16712,tān,taan1,thân,tan1,thoaⁿ,1the,たん,,,hangeul=탄|eumhun=|rv=tan|mr=t'an|y=than,,,,,,,,,,,,,,,,
攥,16713,zuàn,zaan6,,,,,,,,,,,,,,,,,,,,,,,,
攨,16716,wā,,,,,,,,,,,,,,,,,,,,,,,,,
攩,16717,,,,,,,とう,,,,,,,,,,,,,,,,,,,
攪,16718,jiǎo,gaau2,káu,,kiáu,2kau,きょう,きょう,こう,hangeul=교|eumhun=|rv=gyo|mr=kyo|y=kyo,,,,,,,,,,,,,,,,
攫,16719,,,,,,,かく,かく,きゃく,확,,,,,,,,,,,,,,,,
攬,16720,lǎn,laam5,lám,,lám,3le,らん,,,hangeul=[[람]]>[[남]]|eumhun=|rv=ram>nam|mr=ram>nam|y=lam>nam,,,,,,,,,,,,,,,,
攮,16722,nǎng,nong5,,,,,どう,,,,,,,,,,,,,,,,,,,
支,16723,zhī,zi1,kî,,ki,1tsr,し,し,し,hangeul=지|eumhun=,,,,,,,,,,,,,,,,
攱,16725,guǐ,gwai2,,,,,き,き,き,,,,,,,,,,,,,,,,,
攲,16726,qī,kei1,,,i,,,,,hangeul=[[기]]|eumhun=|rv=gi|mr=ki|y=ki,,,,,,,,,,,,,,,,
攴,16728,pū,bok1,phuk,,ok,,ほく,,,치다|칠|복,,,,,,,,,,,,,,,,
收,16730,shōu,sau1,sû,,siu,1seu,す,す,しゅう,hangeul=수|eumhun=|rv=su|mr=su|y=swu,,,,,,,,,,,,,,,,
攷,16731,,,,,,,こう,こう,こう,hangeul=고|eumhun=|rv=go|mr=ko|y=ko,,,,,,,,,,,,,,,,
