,character,wiki_id,mando_onset,mando_nucl,mando_coda,mando_tone,canto_onset,canto_nucl,canto_coda,canto_tone,Column5,Column6,Column7,Column8,jp_on_first,jp_on_rest,jp_kan_first,jp_kan_rest,kor_0,kor_1,kor_2
231,亦,10535,∅,yi,∅,4,j,i,k,6,yi̍t,,,5hhiq,や,く,え,き,ㅇ,ㅕ,ㄱ
232,亨,10537,h,e,ng,1,h,a,ng,1,,,heng,,きょ,う,こ,う,ㅎ,ㅕ,ㅇ
233,京,10541,j,i,ng,1,g,i,ng,1,kîn,,kiaⁿ,1jin,きょ,う,け,い,ㄱ,ㅕ,ㅇ
234,亭,10542,t,i,ng,2,t,i,ng,4,thìn,,têng,,じょ,う,て,い,ㅈ,ㅓ,ㅇ
235,亮,10543,l,ia,ng,4,l,oe,ng,6,liong,liong4,liāng,3lian,ろ,う,りょ,う,ㄹ,ㅑ,ㅇ
236,亯,10544,,,,,,,,,,,,,きょ,う,,,ㅎ,ㅑ,ㅇ
237,亶,10551,d,a,n,3,t,aa,n,2,,,chiⁿ,,た,ん,た,ん,ㄷ,ㅏ,ㄴ
238,亹,10554,∅,wei,∅,3,m,ei,∅,5,,,,,み,∅,び,∅,ㅁ,ㅣ,∅
239,亼,10556,,,,,,,,,,,,,じゅ,う,しゅ,う,ㅈ,ㅣ,ㅂ
240,什,10578,sh,e,n,2,s,a,m,6,,,sím,4seq,じゅ,う,しゅ,う,ㅅ,ㅣ,ㅂ
241,仁,10579,r,e,n,2,j,a,n,4,,,,,に,∅,じ,ん,ㅇ,ㅣ,ㄴ
242,仂,10580,l,e,∅,4,l,a,k,6,,,,,ろ,く,ろ,く,ㄹ,ㅡ,ㄱ
243,仃,10581,d,i,ng,1,d,i,ng,1,,,,,て,い,,,ㅈ,ㅓ,ㅇ
244,仄,10582,z,e,∅,4,z,a,k,1,,,cheh,,そ,く,,,ㅊ,ㅡ,ㄱ
245,仆,10584,p,u,∅,1,f,u,∅,6,phuk,,ak,2pheu,ふ,∅,ふ,∅,ㅂ,ㅜ,∅
246,仇,10585,ch,ou,∅,2,s,au,∅,4,sù,,siû,3zeu,きゅ,う,,,ㄱ,ㅜ,∅
247,仉,10587,zh,a,ng,3,z,oe,ng,2,,,,2tsaan,しょ,う,しょ,う,ㅈ,ㅏ,ㅇ
248,介,10588,j,ie,∅,4,g,aai,∅,3,kie,,kài,2jia,け,∅,か,い,ㄱ,ㅐ,∅
249,仍,10590,r,e,ng,2,j,i,ng,4,yìn,,,3nyin,じょ,う,,,ㅇ,ㅣ,ㅇ
250,从,10591,,,,,,,,,,,,,しょ,う,,,ㅈ,ㅗ,ㅇ
251,仔,10597,z,i,∅,3,z,i,∅,2,chṳ́,,,,し,∅,し,∅,ㅈ,ㅏ,∅
252,仕,10598,sh,i,∅,4,s,i,∅,6,,,,,じ,∅,し,∅,ㅅ,ㅏ,∅
253,他,10599,t,a,∅,1,t,aa,∅,1,thâ,ta1,thaⁿ,1ta,た,∅,た,∅,ㅌ,ㅏ,∅
254,仗,10600,zh,a,ng,4,z,oe,ng,3,,,tiǒng,,じょ,う,しょ,う,ㅈ,ㅏ,ㅇ
255,付,10601,f,u,∅,4,f,u,∅,6,,,hù,,ふ,∅,ふ,∅,ㅂ,ㅜ,∅
256,仙,10602,x,ia,n,1,s,i,n,1,siên,,sian,,せ,ん,せ,ん,ㅅ,ㅓ,ㄴ
257,仛,10604,ch,a,∅,4,,,,,,,,,た,∅,た,∅,ㅌ,ㅏ,ㄱ
258,仜,10605,h,o,ng,2,h,u,ng,4,,,,,こ,う,,,ㅎ,ㅗ,ㅇ
259,仝,10606,t,o,ng,2,t,u,ng,4,,,tông,,ず,う,と,う,ㄷ,ㅗ,ㅇ
260,仞,10607,r,e,n,4,j,a,n,6,,,,,に,ん,じ,ん,ㅇ,ㅣ,ㄴ
261,仟,10608,q,ia,n,1,c,i,n,1,,,chheng,,せ,ん,せ,ん,ㅊ,ㅓ,ㄴ
262,仠,10609,g,a,n,3,g,o,n,2,,,,,が,ん,か,ん,ㅎ,ㅏ,ㄴ
263,仡,10610,∅,yi,∅,4,ng,a,t,6,,,,,こ,ち,き,つ,ㅎ,ㅡ,ㄹ
264,仢,10611,b,o,∅,2,b,o,k,6,,,,,は,く,,,ㅈ,ㅏ,ㄱ
265,代,10612,d,ai,∅,4,d,oi,∅,6,thoi,toi4,,3de,だ,い,た,い,ㄷ,ㅐ,∅
266,令,10613,l,i,ng,4,l,i,ng,6,lin,,lēng,,りょ,う,れ,い,ㄹ,ㅕ,ㅇ
267,以,10614,∅,yi,∅,3,j,i,∅,5,yî,yi1,í,2i,い,∅,い,∅,ㅇ,ㅣ,∅
268,仯,10624,ch,ao,∅,4,c,aau,∅,3,,,,,しょ,う,そ,う,ㅊ,ㅗ,∅
269,仰,10625,∅,ya,ng,3,j,oe,ng,5,,,,,ご,う,ぎょ,う,ㅇ,ㅏ,ㅇ
270,仲,10627,zh,o,ng,4,z,u,ng,6,,,,,じゅ,う,ちゅ,う,ㅈ,ㅜ,ㅇ
271,仵,10630,∅,wu,∅,3,∅,ng,∅,5,,,,,こ,∅,,,ㅇ,ㅗ,∅
272,件,10631,j,ia,n,4,g,i,n,6,khien,,kiǎⁿ,2ji,げ,ん,け,ん,ㄱ,ㅓ,ㄴ
273,价,10632,j,ie,∅,4,g,aai,∅,3,,,,,け,∅,か,い,ㄱ,ㅐ,∅
274,仸,10633,∅,yao,∅,3,j,iu,∅,2,,,,,,,,,ㅇ,ㅛ,∅
275,仹,10634,f,e,ng,1,f,u,ng,1,,,,,,,,,ㅂ,ㅗ,ㅇ
276,任,10636,r,e,n,4,j,a,m,6,yim,,,3zen,に,ん,じ,ん,ㅇ,ㅣ,ㅁ
277,份,10638,f,e,n,4,f,a,n,6,fun,,hūn,,ひ,ん,,,ㅂ,ㅣ,ㄴ
278,仿,10640,f,a,ng,3,f,o,ng,2,,,hóng,,ほ,う,ほ,う,ㅂ,ㅏ,ㅇ
279,伀,10641,zh,o,ng,1,z,u,ng,1,,,,,しゅ,∅,しょ,う,ㅈ,ㅗ,ㅇ
280,伂,10643,,,,,,,,,,,,,は,い,,,ㅍ,ㅐ,∅
281,伄,10645,d,iao,∅,4,d,iu,∅,3,,,,,ちょ,う,,,ㅈ,ㅗ,∅
282,伆,10647,∅,wu,∅,4,m,a,t,6,,,,,,,,,ㅁ,ㅜ,ㄴ
283,伈,10649,x,i,n,3,s,a,m,2,,,,,し,ん,,,ㅅ,ㅣ,ㅁ
284,伉,10650,k,a,ng,4,k,o,ng,3,,,,,こ,う,,,ㅎ,ㅏ,ㅇ
285,伊,10651,∅,yi,∅,1,j,i,∅,1,yî,,,1i,い,∅,い,∅,ㅇ,ㅣ,∅
286,伋,10652,j,i,∅,2,k,a,p,1,,,,,きゅ,う,きゅ,う,ㄱ,ㅡ,ㅂ
287,伍,10654,∅,wu,∅,3,∅,ng,∅,5,,,gó͘,,ご,∅,ご,∅,ㅇ,ㅗ,∅
288,伎,10655,j,i,∅,4,g,ei,∅,6,,,,,き,∅,,,ㄱ,ㅣ,∅
289,伏,10656,f,u,∅,2,b,u,k,6,fu̍k,,ho̍k,,ぶ,く,ふ,く,ㅂ,ㅗ,ㄱ
290,休,10658,x,iu,∅,1,j,au,∅,1,hiû,hiu1,hiu,,く,∅,きゅ,う,ㅎ,ㅠ,∅
291,伭,10688,x,ia,n,2,j,i,n,4,,,,,け,ん,,,ㅎ,ㅕ,ㄴ
292,伯,10693,b,o,∅,2,b,aa,k,3,pak,,,,ひゃ,く,は,く,ㅂ,ㅐ,ㄱ
293,估,10715,g,u,∅,1,g,u,∅,2,kû,,kó͘,2ku,く,∅,こ,∅,ㄱ,ㅗ,∅
294,伱,10716,,,,,,,,,,,,,に,∅,じ,∅,ㄴ,ㅣ,∅
295,伴,10719,b,a,n,4,b,u,n,6,phân,,,,ば,ん,は,ん,ㅂ,ㅏ,ㄴ
296,伶,10721,l,i,ng,2,l,i,ng,4,làng,,,,りょ,う,れ,い,ㄹ,ㅕ,ㅇ
297,伷,10722,zh,ou,∅,4,z,au,∅,6,,,,,ちゅ,う,,,ㅈ,ㅜ,∅
298,伸,10723,sh,e,n,1,s,a,n,1,chhûn,,chhun,,し,ん,,,ㅅ,ㅣ,ㄴ
299,伹,10724,q,u,∅,1,c,eoi,∅,1,,,,,しょ,∅,,,ㅈ,ㅓ,∅
300,伺,10725,s,i,∅,4,z,i,∅,6,,,,,し,∅,し,∅,ㅅ,ㅏ,∅
301,伻,10726,b,e,ng,1,p,i,ng,4,,,,,ひょ,う,ほ,う,ㅍ,ㅐ,ㅇ
302,似,10727,s,i,∅,4,c,i,∅,5,,,sāi,,じ,∅,し,∅,ㅅ,ㅏ,∅
303,伽,10728,q,ie,∅,2,k,e,∅,4,,,,,ぎゃ,∅,きゃ,∅,ㄱ,ㅏ,∅
304,伾,10729,p,i,∅,1,p,ei,∅,1,,,,,ひ,∅,,,ㅂ,ㅣ,∅
305,伿,10730,∅,yi,∅,4,j,i,∅,6,,,,,い,∅,,,ㅇ,ㅣ,∅
306,佀,10731,,,,,,,,,,,,,し,∅,,,ㅅ,ㅏ,∅
307,佁,10732,∅,yi,∅,3,j,i,∅,4,,,,,あ,い,,,ㅇ,ㅣ,∅
308,佂,10733,zh,e,ng,1,z,i,ng,1,,,,,しょ,う,,,ㅈ,ㅓ,ㅇ
309,佃,10734,t,ia,n,2,t,i,n,4,,,,,で,ん,て,ん,ㅈ,ㅓ,ㄴ
310,佅,10736,m,ai,∅,4,m,aai,∅,6,,,,,,,,,ㅁ,ㅐ,∅
311,但,10737,d,a,n,4,d,aa,n,6,than,,tān,2te,だ,ん,た,ん,ㄷ,ㅏ,ㄴ
312,佇,10738,zh,u,∅,4,c,yu,∅,5,,,,,じょ,∅,ちょ,∅,ㅈ,ㅓ,∅
313,佈,10739,b,u,∅,4,b,ou,∅,3,,,pò͘,,ほ,∅,,,ㅍ,ㅗ,∅
314,佉,10740,q,u,∅,1,k,eoi,∅,1,,,,,か,∅,きゃ,∅,ㄱ,ㅜ,∅
315,佊,10741,b,i,∅,3,b,ei,∅,2,,,,,,,,,ㅍ,ㅣ,∅
316,佋,10742,zh,ao,∅,1,,,,,,,,,じょ,う,しょ,う,ㅅ,ㅗ,∅
317,佌,10743,c,i,∅,3,c,i,∅,2,,,,,し,∅,し,∅,ㅊ,ㅏ,∅
318,位,10744,∅,wei,∅,4,w,ai,∅,6,vi,vi4,ūi,3hhue,い,∅,い,∅,ㅇ,ㅟ,∅
319,住,10746,zh,u,∅,4,z,yu,∅,6,chhu,,,3zr,じゅ,う,ちゅ,う,ㅈ,ㅜ,∅
320,佐,10806,z,uo,∅,3,z,o,∅,3,chó,,chó͘,,さ,∅,さ,∅,ㅈ,ㅘ,∅
321,佑,10807,∅,you,∅,4,j,au,∅,6,,,,3hhieu,う,∅,ゆ,う,ㅇ,ㅜ,∅
322,佒,10808,∅,ya,ng,1,j,oe,ng,2,,,,,お,う,お,う,ㅇ,ㅏ,ㅇ
323,体,10809,b,e,n,4,b,a,n,6,,,,,た,い,て,い,ㅊ,ㅔ,∅
324,佔,10810,zh,a,n,4,z,i,m,3,cham,,chiàm,,ち,ん,せ,ん,ㅈ,ㅓ,ㅁ
325,佖,10811,b,i,∅,4,b,i,t,1,,,,,び,ち,ひ,つ,ㅍ,ㅣ,ㄹ
326,佗,10812,t,uo,∅,2,t,o,∅,4,,,tô,,た,∅,,,ㅌ,ㅏ,∅
327,余,10814,∅,yu,∅,2,j,yu,∅,4,yì,,,3hhy,よ,∅,よ,∅,ㅇ,ㅕ,∅
328,佚,10815,∅,yi,∅,4,j,a,t,6,,,e̍k,,い,ち,い,つ,ㅇ,ㅣ,ㄹ
329,佛,10816,f,o,∅,2,f,a,t,6,fu̍t,fud6,,5veq,ぶ,つ,ふ,つ,ㅂ,ㅜ,ㄹ
330,作,10817,z,uo,∅,4,z,o,k,3,chok,zog5,chok,4tsoq,さ,く,さ,く,ㅈ,ㅏ,ㄱ
331,佝,10818,g,ou,∅,1,k,au,∅,3,,,,,く,∅,こ,う,ㄱ,ㅜ,∅
332,佞,10819,n,i,ng,4,n,i,ng,6,,,,,ね,い,,,ㄴ,ㅕ,ㅇ
333,佟,10820,t,o,ng,2,t,u,ng,4,,,,,ず,∅,と,う,ㅌ,ㅜ,ㅇ
334,佩,10830,p,ei,∅,4,p,ui,∅,3,phi,,pōe,,は,い,,,ㅍ,ㅐ,∅
335,佪,10831,h,ui,∅,2,,,,,,,,,え,∅,か,い,ㅎ,ㅚ,∅
336,佫,10832,g,e,∅,2,g,aa,k,3,,,,,か,く,,,ㄱ,ㅏ,ㄱ
337,佮,10835,g,e,∅,2,g,a,p,3,,,kap,,こ,う,,,ㅎ,ㅏ,ㅂ
338,佯,10836,∅,ya,ng,2,j,oe,ng,4,,,,,よ,う,よ,う,ㅇ,ㅑ,ㅇ
339,佰,10837,b,ai,∅,3,b,aa,k,3,,,pah,,びゃ,く,は,く,ㅂ,ㅐ,ㄱ
340,佳,10840,j,ia,∅,1,g,aai,∅,1,kâ,,kai,,け,∅,か,い,ㄱ,ㅏ,∅
341,佴,10841,,er,,4,j,i,∅,6,,,,,じ,∅,,,ㅇ,ㅣ,∅
342,併,10842,b,i,ng,4,b,i,ng,3,,,pèng,,ひょ,う,へ,い,ㅂ,ㅕ,ㅇ
343,佶,10843,j,i,∅,2,g,a,t,1,,,,,ご,ち,き,つ,ㄱ,ㅣ,ㄹ
344,佸,10845,h,uo,∅,2,k,u,t,3,,,,,か,つ,,,ㄱ,ㅘ,ㄹ
345,佹,10846,g,ui,∅,3,gw,ai,∅,2,,,,,き,∅,,,ㄱ,ㅞ,∅
346,佺,10847,q,ua,n,2,c,yu,n,4,,,,,せ,ん,,,ㅈ,ㅓ,ㄴ
347,佻,10848,t,iao,∅,1,t,iu,∅,4,,,,,じょ,う,ちょ,う,ㅈ,ㅗ,∅
348,佼,10849,j,iao,∅,3,g,aau,∅,2,,,,,こ,う,こ,う,ㄱ,ㅛ,∅
349,佾,10851,∅,yi,∅,4,j,a,t,6,,,,,い,ち,い,つ,ㅇ,ㅣ,ㄹ
350,使,10852,sh,i,∅,3,s,ai,∅,2,sṳ́,,sái,2sr,し,∅,し,∅,ㅅ,ㅏ,∅
351,侀,10853,x,i,ng,2,j,i,ng,4,,,,,け,い,,,ㅎ,ㅕ,ㅇ
352,侁,10854,sh,e,n,1,s,a,n,1,,,,,し,ん,,,ㅅ,ㅣ,ㄴ
353,侂,10855,t,uo,∅,1,t,o,k,3,,,,,た,く,,,ㅌ,ㅏ,ㄱ
354,侃,10856,k,a,n,3,h,o,n,2,,,án,,か,ん,か,ん,ㄱ,ㅏ,ㄴ
355,侄,10857,,,,,,,,,,,,,し,つ,,,ㅈ,ㅣ,ㄹ
356,侅,10858,g,ai,∅,1,g,oi,∅,1,,,,,か,い,,,ㅎ,ㅐ,∅
357,來,10859,l,ai,∅,2,l,oi,∅,4,lòi,loi2,lâi,3le,ら,い,ら,い,ㄹ,ㅐ,∅
358,侈,10861,ch,i,∅,3,c,i,∅,2,,,chhír,,し,∅,し,∅,ㅊ,ㅣ,∅
359,侉,10862,k,ua,∅,3,kw,aa,∅,2,,,,,か,∅,,,ㄱ,ㅘ,∅
360,侊,10863,g,ua,ng,1,g,o,ng,1,,,,,こ,う,こ,う,ㄱ,ㅘ,ㅇ
361,例,10864,l,i,∅,4,l,ai,∅,6,li,li4,,3li,れ,∅,れ,い,ㄹ,ㅖ,∅
362,侍,10866,sh,i,∅,4,s,i,∅,6,sṳ,,sī,3zr,じ,∅,し,∅,ㅅ,ㅣ,∅
363,侎,10867,m,i,∅,3,m,ei,∅,5,,,,,び,∅,,,ㅁ,ㅣ,∅
364,侏,10868,zh,u,∅,1,z,yu,∅,1,,,chu,,す,∅,しゅ,∅,ㅈ,ㅜ,∅
365,侐,10869,x,u,∅,4,gw,i,k,1,,,,,きょ,く,,,ㅎ,ㅕ,ㄱ
366,侑,10870,∅,you,∅,4,j,au,∅,6,,,,,う,∅,ゆ,う,ㅇ,ㅠ,∅
367,侒,10871,∅,a,n,1,∅,o,n,1,,,,,あ,ん,,,ㅇ,ㅏ,ㄴ
368,侔,10873,m,ou,∅,2,m,au,∅,4,,,,,ぼ,う,,,ㅁ,ㅗ,∅
369,侖,10875,l,u,n,2,l,eo,n,4,,,lûn,,り,ん,り,ん,ㄹ,ㅠ,ㄴ
370,侘,10877,ch,a,∅,4,c,aa,∅,3,,,,,ちゃ,∅,た,∅,ㅊ,ㅏ,∅
371,侙,10878,ch,i,∅,1,c,i,k,1,,,,,ちょ,く,,,ㅊ,ㅣ,ㄱ
372,侚,10879,x,u,n,4,s,eo,n,1,,,,,しゅ,ん,,,ㅅ,ㅜ,ㄴ
373,供,10880,g,o,ng,1,g,u,ng,1,kiûng,,,1kon,く,∅,きょ,う,ㄱ,ㅗ,ㅇ
374,侜,10881,zh,ou,∅,1,z,au,∅,1,,,,,ちゅ,う,,,ㅈ,ㅜ,∅
375,依,10883,∅,yi,∅,1,j,i,∅,1,yî,,i,,え,∅,い,∅,ㅇ,ㅢ,∅
376,侣,10889,,,,,,,,,,,,,,,,,ㄹ,ㅕ,∅
377,侮,10902,∅,wu,∅,3,m,ou,∅,5,,,bú,,む,∅,ぶ,∅,ㅁ,ㅗ,∅
378,侯,10903,h,ou,∅,2,h,au,∅,4,,,hiô,,ぐ,∅,こ,う,ㅎ,ㅜ,∅
379,侲,10906,zh,e,n,4,z,a,n,3,,,,,し,ん,,,ㅈ,ㅣ,ㄴ
380,侳,10907,z,uo,∅,4,c,o,∅,3,,,,,さ,∅,,,ㅈ,ㅘ,∅
381,侵,10909,q,i,n,1,c,a,m,1,chhîm,,chhim,,し,ん,,,ㅊ,ㅣ,ㅁ
382,侶,10910,l,ü,∅,3,l,eoi,∅,5,,,lír,,ろ,∅,りょ,∅,ㄹ,ㅕ,∅
383,侷,10911,,,,,,,,,,,,,きょ,く,,,ㄱ,ㅜ,ㄱ
384,侸,10912,d,ou,∅,1,,,,,,,,,,,,,ㄷ,ㅜ,∅
385,侹,10913,t,i,ng,3,t,i,ng,2,,,,,て,い,,,ㅈ,ㅓ,ㅇ
386,侺,10914,sh,e,n,4,s,a,m,6,,,,,し,ん,,,ㅅ,ㅣ,ㅁ
387,侻,10915,t,uo,∅,1,t,yu,t,3,,,,,た,つ,,,ㅌ,ㅏ,ㄹ
388,便,10919,b,ia,n,4,b,i,n,6,phien,,piān,3bi,べ,ん,へ,ん,ㅍ,ㅕ,ㄴ
389,俁,10921,∅,yu,∅,3,j,yu,∅,5,,,,,ぐ,∅,,,ㅇ,ㅜ,∅
390,係,10922,x,i,∅,4,h,ai,∅,6,he,hê4,hē,,げ,∅,け,い,ㄱ,ㅖ,∅
391,促,10923,c,u,∅,4,c,u,k,1,,,chhiok,,そ,く,しょ,く,ㅊ,ㅗ,ㄱ
392,俄,10924,∅,e,∅,2,ng,o,∅,4,ngò,,,3ngu,が,∅,が,∅,ㅇ,ㅏ,∅
393,俅,10925,q,iu,∅,2,k,au,∅,4,,,,,ぐ,∅,きゅ,う,ㄱ,ㅜ,∅
394,俆,10926,x,u,∅,2,c,eoi,∅,4,,,,,しょ,∅,,,ㅅ,ㅓ,∅
395,俇,10927,g,ua,ng,4,gw,aa,ng,6,,,,,きょ,う,,,ㄱ,ㅘ,ㅇ
396,俊,10930,j,u,n,4,z,eo,n,3,tsun,,chùn,,しゅ,ん,,,ㅈ,ㅜ,ㄴ
397,俋,10931,∅,yi,∅,4,j,a,p,1,,,,,ちゅ,う,,,ㅇ,ㅡ,ㅂ
398,俌,10932,,,,,,,,,,,,,ふ,∅,,,ㅂ,ㅗ,∅
399,俍,10933,l,ia,ng,2,l,oe,ng,4,,,,,りょ,う,,,ㄹ,ㅑ,ㅇ
400,俎,10934,z,u,∅,3,z,o,∅,2,,,chó͘,,しょ,∅,そ,∅,ㅈ,ㅗ,∅
401,俏,10935,q,iao,∅,4,c,iu,∅,3,,,chhiáu,,しょ,う,しょ,う,ㅅ,ㅗ,∅
402,俑,10937,∅,yo,ng,3,j,u,ng,2,,,,,ゆ,う,よ,う,ㅇ,ㅛ,ㅇ
403,俒,10938,h,u,n,4,w,a,n,6,,,,,こ,ん,,,ㅎ,ㅡ,ㄴ
404,俓,10939,j,i,ng,4,g,i,ng,3,,,kèng,,ご,う,,,ㄱ,ㅕ,ㅇ
405,俔,10940,x,ia,n,4,j,i,n,5,,,,,け,ん,け,ん,ㅎ,ㅕ,ㄴ
406,俕,10941,s,a,n,4,s,aa,m,3,,,,,,,,,ㅅ,ㅏ,ㅁ
407,俖,10942,p,ei,∅,3,p,ui,∅,2,,,,,は,い,,,ㅂ,ㅐ,∅
408,俗,10943,s,u,∅,2,z,u,k,6,siu̍k,,sio̍k,5zoq,ぞ,く,しょ,く,ㅅ,ㅗ,ㄱ
409,俘,10944,f,u,∅,2,f,u,∅,1,,,,,ふ,∅,ふ,∅,ㅂ,ㅜ,∅
410,俙,10945,x,i,∅,1,h,ei,∅,1,,,,,き,∅,,,ㅎ,ㅢ,∅
411,俚,10946,l,i,∅,3,l,ei,∅,5,,,,,り,∅,り,∅,ㄹ,ㅣ,∅
412,俛,10947,,,,,,,,,,,,,べ,ん,,,ㅁ,ㅕ,ㄴ
413,保,10949,b,ao,∅,3,b,ou,∅,2,pó,bau3,pó,2pau,ほ,う,ほ,う,ㅂ,ㅗ,∅
414,俞,10950,∅,yu,∅,2,j,yu,∅,4,,,jû,,ゆ,∅,,,ㅇ,ㅠ,∅
415,俟,10951,s,i,∅,4,z,i,∅,6,,,,,じ,∅,し,∅,ㅅ,ㅏ,∅
416,俠,10952,x,ia,∅,2,h,aa,p,6,,hiab6,hia̍p,,ぎょ,う,きょ,う,ㅎ,ㅕ,ㅂ
417,信,10953,x,i,n,4,s,eo,n,3,sin,,sìn,2xin,し,ん,し,ん,ㅅ,ㅣ,ㄴ
418,修,10966,x,iu,∅,1,s,au,∅,1,siû,,siu,,しゅ,∅,しゅ,う,ㅅ,ㅜ,∅
419,俯,10967,f,u,∅,3,f,u,∅,2,,,hú,,ふ,∅,,,ㅂ,ㅜ,∅
420,俰,10968,h,uo,∅,4,w,o,∅,6,,,,,か,∅,,,ㅎ,ㅘ,∅
421,俱,10969,j,u,∅,4,k,eoi,∅,1,,,,,く,∅,く,∅,ㄱ,ㅜ,∅
422,俲,10970,,,,,,,,,,,,,こ,う,,,ㅎ,ㅛ,∅
423,俳,10971,p,ai,∅,2,p,aai,∅,4,,,,,べ,∅,は,い,ㅂ,ㅐ,∅
424,俴,10972,j,ia,n,4,c,i,n,5,,,chián,,せ,ん,,,ㅊ,ㅓ,ㄴ
425,俵,10973,b,iao,∅,4,b,iu,∅,2,,,,,ひょ,う,ひょ,う,ㅍ,ㅛ,∅
426,俶,10974,ch,u,∅,4,c,u,k,1,,,,,しゅ,く,しゅ,く,ㅅ,ㅜ,ㄱ
427,俸,10976,f,e,ng,4,f,u,ng,2,,,hǒng,,ほ,う,,,ㅂ,ㅗ,ㅇ
428,俹,10977,∅,ya,∅,4,∅,aa,∅,3,,,,,,,,,ㅇ,ㅏ,∅
429,俺,10978,∅,a,n,3,j,i,m,3,,,,2oe,え,ん,え,ん,ㅇ,ㅓ,ㅁ
430,俻,10979,,,,,,,,,,,,,び,∅,,,ㅂ,ㅣ,∅
431,俾,10982,b,i,∅,3,b,ei,∅,2,,,ì,,ひ,∅,,,ㅂ,ㅣ,∅
432,倀,10997,ch,a,ng,1,c,oe,ng,1,,,chhêng,,ちょ,う,,,ㅊ,ㅏ,ㅇ
433,倃,11000,j,iu,∅,4,g,au,∅,6,,,,,きゅ,う,,,ㄱ,ㅜ,∅
434,倄,11001,∅,yao,∅,2,h,aau,∅,4,,,,,こ,う,,,ㅎ,ㅛ,∅
435,倅,11002,c,ui,∅,4,c,eoi,∅,3,,,,,さ,い,さ,い,ㅅ,ㅟ,∅
436,倇,11004,∅,wa,n,3,j,yu,n,2,,,,,え,ん,,,ㅇ,ㅝ,ㄴ
437,倈,11005,l,ai,∅,2,l,oi,∅,4,,,,,ら,い,ら,い,ㄹ,ㅐ,∅
438,倉,11006,c,a,ng,1,c,o,ng,1,,cong1,chhng,,そ,う,そ,う,ㅊ,ㅏ,ㅇ
439,個,11008,g,e,∅,4,g,o,∅,3,ke,gê4,kò,5geq,か,∅,か,∅,ㄱ,ㅐ,∅
440,倌,11009,g,ua,n,1,g,u,n,1,,,koaⁿ,,か,ん,,,ㄱ,ㅘ,ㄴ
441,倐,11013,,,,,,,,,,,,,しゅ,く,,,ㅅ,ㅜ,ㄱ
442,倒,11015,d,ao,∅,3,d,ou,∅,2,to,,tó,2tau,と,う,,,ㄷ,ㅗ,∅
443,倓,11016,t,a,n,2,t,aa,m,4,,,,,た,ん,,,ㄷ,ㅏ,ㅁ
444,倔,11017,j,ue,∅,2,gw,a,t,6,,,ku̍t,,く,つ,,,ㄱ,ㅜ,ㄹ
445,倕,11018,ch,ui,∅,2,s,eoi,∅,4,,,,,す,い,,,ㅅ,ㅜ,∅
446,倖,11019,x,i,ng,4,h,a,ng,6,,,hēng,,こ,う,,,ㅎ,ㅐ,ㅇ
447,倗,11020,p,e,ng,2,p,a,ng,4,,,,,ほ,う,,,ㅂ,ㅜ,ㅇ
448,候,11022,h,ou,∅,4,h,au,∅,6,heu,,hiō,3hheu,ぐ,∅,こ,う,ㅎ,ㅜ,∅
449,倚,11023,∅,yi,∅,3,j,i,∅,2,,,óa,,い,∅,,,ㅇ,ㅢ,∅
450,倜,11025,t,i,∅,4,t,i,k,1,,,,,て,き,,,ㅊ,ㅓ,ㄱ
451,倝,11026,g,a,n,4,g,o,n,3,,,,,か,ん,,,ㄱ,ㅏ,ㄴ
452,倞,11027,j,i,ng,4,g,i,ng,6,,,kēng,,きょ,う,け,い,ㄱ,ㅕ,ㅇ
453,借,11028,j,ie,∅,4,z,e,∅,3,chia,,chioh,2jia,しゃ,∅,しゃ,∅,ㅊ,ㅏ,∅
454,倠,11029,h,ui,∅,1,s,eoi,∅,1,,,,,き,∅,,,ㅎ,ㅠ,∅
455,倡,11030,ch,a,ng,4,c,oe,ng,3,chhong,,,2tshaan,しょ,う,しょ,う,ㅊ,ㅏ,ㅇ
456,倢,11031,j,ie,∅,2,z,i,t,6,,,,,しょ,う,,,ㅊ,ㅓ,ㅂ
457,倣,11032,,,,,,,,,,,,,ほ,う,,,ㅂ,ㅏ,ㅇ
458,倥,11034,k,o,ng,1,h,u,ng,1,,,,,く,う,こ,う,ㄱ,ㅗ,ㅇ
459,倦,11036,j,ua,n,4,g,yu,n,6,,,,,げ,ん,け,ん,ㄱ,ㅝ,ㄴ
460,倧,11038,z,o,ng,1,z,u,ng,1,,,,,そ,う,,,ㅈ,ㅗ,ㅇ
461,倨,11040,j,u,∅,4,g,eoi,∅,3,,,kù,,こ,∅,きょ,∅,ㄱ,ㅓ,∅
462,倩,11043,q,ia,n,4,s,i,n,6,,,,2qi,しょ,う,せ,い,ㅊ,ㅓ,ㄴ
463,倪,11045,n,i,∅,2,ng,ai,∅,4,,,gê,,げ,∅,げ,い,ㅇ,ㅖ,∅
464,倫,11047,l,u,n,2,l,eo,n,4,,lun2,lûn,3len,り,ん,り,ん,ㄹ,ㅠ,ㄴ
465,倬,11050,zh,uo,∅,1,c,oe,k,3,,,,,た,く,,,ㅌ,ㅏ,ㄱ
466,倭,11052,∅,wo,∅,1,w,o,∅,1,,,e,2u,い,∅,い,∅,ㅇ,ㅙ,∅
467,倯,11056,s,o,ng,1,s,u,ng,1,,,sông,,しょ,う,,,ㅅ,ㅗ,ㅇ
