character	index	tone_label	Zhengzhang_onset	Zhengzhang_nucleus	Zhengzhang_coda	Pan_onset	Pan_nucleus	Pan_coda	Shao_onset	Shao_nucleus	Shao_coda	Pulleyblank_onset	Pulleyblank_nucleus	Pulleyblank_coda	Li_onset	Li_nucleus	Li_coda	Karlgren_onset	Karlgren_nucleus	Karlgren_coda
尖	5619730	level	t͡s	iᴇ	m	t͡s	iɛ	m	t͡s	jæ	m	t͡s	ia	m	t͡s	iɛ	m	t͡s	i̯ɛ	m
尗	5619733	checked	ɕ	ɨu	k̚	ɕ	iu	k̚	ɕ	iu	k̚	ɕ	uw	k̚	ɕ	iu	k̚	ɕ	i̯u	k̚
尚	5619736	level	d͡ʑ	ɨɐ	ŋ	d͡ʑ	iɐ	ŋ	d͡ʑ	iɑ	ŋ	d͡ʑ	ɨa	ŋ	ʑ	ia	ŋ	ʑ	i̯a	ŋ
𡭪	5619739	departing	b	ˠiᴇ	n	b	ᵚiɛ	n	b	iæ	n	b	ia	n	b	jɛ	n	bʱ	i̯ɛ	n
𡭴	5619742	checked	kʰ	ˠiæ	k̚	kʰ	ᵚia	k̚	kʰ	ia	k̚	kʰ	iaj	k̚	kʰ	iɐ	k̚	kʰ	iɐ	k̚
𡭾	5619745	rising	n	əu	∅	n	əu	∅	n	əu	∅	n	əw	∅	n	u	∅	n	ə̯u	∅
尟	5619748	rising	s	iᴇ	n	s	iɛ	n	s	jæ	n	s	ia	n	s	iɛ	n	s	i̯ɛ	n
尠	5619751	rising	s	iᴇ	n	s	iɛ	n	s	jæ	n	s	ia	n	s	iɛ	n	s	i̯ɛ	n
𡮞	5619754	checked	ʈ	ɨ	k̚	ʈ	ɨ	k̚	ȶ	ie	k̚	ʈ	i	k̚	ȶ	iə	k̚	ȶ	i̯ə	k̚
㝻	5619757	departing	ɡ	ˠiɪ	n	ɡ	ᵚi	n	ɡ	ie	n	g	ji	n	ɡ	jĕ	n	g	i̯ĕ	n
尣	5619761	level	ʔ	wɑ	ŋ	ʔ	ʷɑ	ŋ	ʔ	uɑ	ŋ	ʔ	wa	ŋ	ʔ	uɑ	ŋ	ʔ	wɑ	ŋ
尤	5619764	level	ɦ	ɨu	∅	ɦ	iu	∅	ɣ	iəu	∅	ɦ	uw	∅	ɣ	iu	∅	∅	i̯ə̯u	∅
𡯄	5619767	checked	l	ɨ	k̚	l	ɨ	k̚	l	ie	k̚	l	i	k̚	l	iə	k̚	l	i̯ə	k̚
尥	5619770	level	b	ˠau	∅	b	ᵚau	∅	b	au	∅	b	aɨw	∅	b	au	∅	bʱ	au	∅
㝼	5619773	level	ʔ	ɨo	∅	ʔ	io	∅	ʔ	io	∅	ʔ	uə	̆	ʔ	io	∅	ʔ	i̯u	∅
𡯋	5619776	level	k	ɑ	n	k	ɑ	n	k	ɑ	n	k	a	n	k	ɑ	n	k	ɑ	n
尨	5619779	level	m	ˠʌ	ŋ	m	ᵚɔ	ŋ	m	ɔ	ŋ	m	aɨw	ŋ	m	ɔ	ŋ	m	ɔ	ŋ
尪	5619782	level	ʔ	wɑ	ŋ	ʔ	ʷɑ	ŋ	ʔ	uɑ	ŋ	ʔ	wa	ŋ	ʔ	uɑ	ŋ	ʔ	wɑ	ŋ
尬	5619786	departing	k	ˠɛi	∅	k	ᵚæi	∅	k	ɐi	∅	k	əɨj	∅	k	ɛi	∅	k	ăi	∅
㝾	5619789	rising	t͡s	ɑ	∅	t͡s	ɑ	∅	t͡s	ɑ	∅	t͡s	a	∅	t͡s	ɑ	∅	t͡s	ɑ	∅
㝿	5619792	rising	p	uɑ	∅	p	uɑ	∅	p	uɑ	∅	p	wa	∅	p	uɑ	∅	p	uɑ	∅
尯	5619795	departing	kʰ	ˠiuɪ	∅	kʰ	ʷᵚi	∅	kʰ	iuɪ	∅	kʰ	jwi	∅	kʰ	jui	∅	kʰ	wi	∅
㞁	5619798	departing	j	iᴇu	∅	j	iɛu	∅	∅	jæu	∅	j	iaw	∅	∅	iɛu	∅	∅	i̯ɛu	∅
㞂	5619801	rising	tʰ	uʌi	∅	tʰ	uoi	∅	tʰ	uɒi	∅	tʰ	wəj	∅	tʰ	uᴀi	∅	tʰ	uɑ̆i	∅
㞄	5619804	level	ʔ	ʌ	m	ʔ	ə	m	ʔ	ɒ	m	ʔ	ə	m	ʔ	ᴀ	m	ʔ	ă	m
㞆	5619807	rising	k	ˠiᴇ	∅	k	ᵚiɛ	∅	k	iɛ	∅	k	jiə	̆	k	je	∅	k	ie	̯
𡯵	5619810	departing	tʰ	uʌi	∅	tʰ	uoi	∅	tʰ	uɒi	∅	tʰ	wəj	∅	tʰ	uᴀi	∅	tʰ	uɑ̆i	∅
尰	5619813	rising	d͡ʑ	ɨo	ŋ	d͡ʑ	io	ŋ	d͡ʑ	io	ŋ	d͡ʑ	uaw	ŋ	ʑ	io	ŋ	ʑ	i̯wo	ŋ
就	5619816	departing	d͡z	ɨu	∅	d͡z	iu	∅	d͡z	iəu	∅	d͡z	uw	∅	d͡z	iu	∅	d͡zʱ	i̯ə̯u	∅
㞇	5619819	rising	ʔ	uʌi	∅	ʔ	uoi	∅	ʔ	uɒi	∅	ʔ	wəj	∅	ʔ	uᴀi	∅	ʔ	uɑ̆i	∅
尲	5619822	level	k	ˠɛ	m	k	ᵚæ	m	k	ɐ	m	k	əɨ	m	k	ɐ	m	k	ă	m
尳	5619825	checked	k	uə	t̚	k	uo	t̚	k	uə	t̚	k	wə	t̚	k	uə	t̚	k	uə	t̚
𡰄	5619828	level	d	ei	∅	d	ei	∅	d	ɛi	∅	d	ɛj	∅	d	ei	∅	dʱ	iei	∅
𡰅	5619831	checked	ɦ	uə	t̚	ɦ	uo	t̚	ɣ	uə	t̚	ɦ	wə	t̚	ɣ	uə	t̚	ɣ	uə	t̚
尵	5619835	level	ɖ	ˠuɛi	∅	ɖ	ʷᵚæi	∅	ȡ	uɐi	∅	ɖ	wəɨj	∅	ȡ	uɛi	∅	ȡʱ	wăi	∅
𡰖	5619838	level	t	ei	∅	t	ei	∅	t	ɛi	∅	t	ɛj	∅	t	ei	∅	t	iei	∅
𡰝	5619842	level	ɡ	ˠuɛ	n	ɡ	ʷᵚæ	n	ɡ	uæ	n	g	wəɨ	n	ɡ	uɛ	n	g	wă	n
𡰠	5619845	level	l	iuᴇ	∅	l	ʷiɛ	∅	l	juɛ	∅	l	wiə	̆	l	iue	∅	l	wie	̯
𡰢	5619847	level	ɦ	wei	∅	ɦ	ʷei	∅	ɣ	uɛi	∅	ɦ	wɛj	∅	ɣ	uei	∅	ɣ	iwei	∅
尸	5619851	level	ɕ	iɪ	∅	ɕ	i	∅	ɕ	jɪ	∅	ɕ	i	∅	ɕ	i	∅	ɕ	i	∅
尺	5619854	checked	t͡ɕʰ	iᴇ	k̚	t͡ɕʰ	iɛ	k̚	t͡ɕʰ	iæ	k̚	cʰ	iaj	k̚	t͡ɕʰ	iɛ	k̚	t͡ɕʰ	i̯ɛ	k̚
尻	5619857	level	kʰ	ɑu	∅	kʰ	ɑu	∅	kʰ	ɑu	∅	kʰ	aw	∅	kʰ	ɑu	∅	kʰ	ɑu	∅
尼	5619860	level	ɳ	ˠiɪ	∅	ɳ	ᵚi	∅	n	iɪ	∅	ɳ	ji	∅	n	ji	∅	n	i	∅
㞋	5619863	rising	ȵ	iuᴇ	n	ȵ	ʷiɛ	n	ȵʑ	juæ	n	ȵ	wia	n	ȵ	iuɛ	n	ȵʑ	i̯wɛ	n
𡰥	5619866	level	j	iɪ	∅	j	i	∅	∅	jɪ	∅	j	i	∅	∅	i	∅	∅	i	∅
𡰪	5619869	checked	t	u	k̚	t	u	k̚	t	u	k̚	t	əw	k̚	t	u	k̚	t	u	k̚
尾	5619872	rising	m	ʉi	∅	m	ʷɨi	∅	m	iuəi	∅	m	uj	∅	m	iuəi	∅	m	we̯i	∅
尿	5619875	departing	n	eu	∅	n	eu	∅	n	eu	∅	n	ɛw	∅	n	eu	∅	n	ieu	∅
局	5619878	checked	ɡ	ɨo	k̚	ɡ	io	k̚	ɡ	io	k̚	g	uaw	k̚	ɡ	io	k̚	g	i̯wo	k̚
屁	5619881	departing	pʰ	iɪ	∅	pʰ	i	∅	pʰ	jɪ	∅	pʰ	i	∅	pʰ	i	∅	pʰ	i	∅
居	5619884	level	k	ɨ	∅	k	ɨ	∅	k	ie	∅	k	ɨ	∅	k	iə	∅	k	i	∅
屆	5619887	departing	k	ˠɛi	∅	k	ᵚæi	∅	k	ɐi	∅	k	əɨj	∅	k	ɛi	∅	k	ăi	∅
屈	5619890	checked	k	ɨu	t̚	k	iu	t̚	k	iuə	t̚	k	u	t̚	k	iuə	t̚	k	i̯uə	t̚
㞏	5619893	checked	ɖ	ˠiɪ	p̚	ɖ	ᵚi	p̚	ȡ	ie	p̚	ɖ	ji	p̚	ȡ	jə	p̚	ȡʱ	i̯ə	p̚
𡰾	5619896	level	t͡sʰ	iɪ	∅	t͡sʰ	i	∅	t͡sʰ	jɪ	∅	t͡sʰ	i	∅	t͡sʰ	i	∅	t͡sʰ	i	∅
𡱂	5619899	level	d	uə	n	d	uo	n	d	uə	n	d	wə	n	d	uə	n	dʱ	uə	n
屋	5619902	checked	ʔ	u	k̚	ʔ	u	k̚	ʔ	u	k̚	ʔ	əw	k̚	ʔ	u	k̚	ʔ	u	k̚
屍	5619905	level	ɕ	iɪ	∅	ɕ	i	∅	ɕ	jɪ	∅	ɕ	i	∅	ɕ	i	∅	ɕ	i	∅
屎	5619908	level	h	iɪ	∅	h	i	∅	x	jɪ	∅	h	i	∅	x	i	∅	x	i	∅
屏	5619911	level	p	iᴇ	ŋ	p	iɛ	ŋ	p	iæ	ŋ	p	iaj	ŋ	p	iɛ	ŋ	p	i̯ɛ	ŋ
㞒	5619914	departing	h	ˠɛi	∅	h	ᵚæi	∅	x	ɐi	∅	h	əɨj	∅	x	ɛi	∅	x	ăi	∅
㞓	5619917	departing	kʰ	iɪ	∅	kʰ	i	∅	kʰ	jɪ	∅	kʰ	i	∅	kʰ	i	∅	kʰ	i	∅
㞕	5619920	checked	s	uə	t̚	s	uo	t̚	s	uə	t̚	s	wə	t̚	s	uə	t̚	s	uə	t̚
𡱏	5619923	rising	ɦ	ˠua	∅	ɦ	ʷᵚa	∅	ɣ	ua	∅	ɦ	waɨ	∅	ɣ	ua	∅	ɣ	wa	∅
𡱐	5619926	level	j	iɪ	∅	j	i	∅	∅	jɪ	∅	j	i	∅	∅	i	∅	∅	i	∅
屐	5619929	checked	ɡ	ˠiæ	k̚	ɡ	ᵚia	k̚	ɡ	ia	k̚	g	iaj	k̚	ɡ	iɐ	k̚	g	iɐ	k̚
屑	5619932	checked	s	e	t̚	s	e	t̚	s	ɛ	t̚	s	ɛ	t̚	s	e	t̚	s	ie	t̚
屒	5619935	level	d͡ʑ	iɪ	n	d͡ʑ	i	n	d͡ʑ	je	n	d͡ʑ	i	n	ʑ	iĕ	n	ʑ	i̯ĕ	n
屓	5619938	departing	h	ˠiɪ	∅	h	ᵚi	∅	x	iɪ	∅	h	ji	∅	x	ji	∅	x	i	∅
屔	5619941	level	n	ei	∅	n	ei	∅	n	ɛi	∅	n	ɛj	∅	n	ei	∅	n	iei	∅
展	5619944	rising	ʈ	ˠiᴇ	n	ʈ	ᵚiɛ	n	ȶ	iæ	n	ʈ	ia	n	ȶ	jɛ	n	ȶ	i̯ɛ	n
屖	5619947	level	s	ei	∅	s	ei	∅	s	ɛi	∅	s	ɛj	∅	s	ei	∅	s	iei	∅
𡱣	5619950	rising	z	ɨʌ	∅	z	iɔ	∅	z	iɔ	∅	z	ɨə	̆	z	iɔ	∅	z	i̯wo	∅
𡱥	5619953	level	t͡s	uʌi	∅	t͡s	uoi	∅	t͡s	uɒi	∅	t͡s	wəj	∅	t͡s	uᴀi	∅	t͡s	uɑ̆i	∅
屚	5619956	departing	l	əu	∅	l	əu	∅	l	əu	∅	l	əw	∅	l	u	∅	l	ə̯u	∅
屝	5619959	departing	b	ʉi	∅	b	ʷɨi	∅	b	iuəi	∅	b	uj	∅	b	iuəi	∅	bʱ	we̯i	∅
㞙	5619962	departing	n	eu	∅	n	eu	∅	n	eu	∅	n	ɛw	∅	n	eu	∅	n	ieu	∅
𡱺	5619965	level	ɡ	ɨo	∅	ɡ	io	∅	ɡ	io	∅	g	uə	̆	ɡ	io	∅	g	i̯u	∅
𡱼	5619968	departing	kʰ	uɑ	∅	kʰ	uɑ	∅	kʰ	uɑ	∅	kʰ	wa	∅	kʰ	uɑ	∅	kʰ	uɑ	∅
𡱿	5619971	checked	j	iᴇ	k̚	j	iɛ	k̚	∅	iæ	k̚	j	iaj	k̚	∅	iɛ	k̚	∅	i̯ɛ	k̚
𡲁	5619974	departing	z	ɨʌ	∅	z	iɔ	∅	z	iɔ	∅	z	ɨə	̆	z	iɔ	∅	z	i̯wo	∅
𡲃	5619977	checked	ʔ	u	k̚	ʔ	u	k̚	ʔ	u	k̚	ʔ	əw	k̚	ʔ	u	k̚	ʔ	u	k̚
属	5619980	checked	t͡ɕ	ɨo	k̚	t͡ɕ	io	k̚	t͡ɕ	io	k̚	c	uaw	k̚	t͡ɕ	io	k̚	t͡ɕ	i̯wo	k̚
屟	5619983	checked	s	e	p̚	s	e	p̚	s	ɛ	p̚	s	ɛ	p̚	s	e	p̚	s	ie	p̚
屠	5619986	level	ɖ	ɨʌ	∅	ɖ	iɔ	∅	ȡ	iɔ	∅	ɖ	ɨə	̆	ȡ	iɔ	∅	ȡʱ	i̯wo	∅
㞚	5619989	checked	t͡ʃʰ	ˠiɪ	p̚	ʈ͡ʂʰ	ᵚi	p̚	t͡ʃʰ	ie	p̚	ʈ͡ʂʰ	ji	p̚	t͡ʃʰ	jə	p̚	ʈ͡ʂʰ	i̯ə	p̚
㞛	5619992	rising	k	iɪ	∅	k	i	∅	k	jɪ	∅	k	i	∅	k	i	∅	k	i	∅
𡲕	5619995	departing	tʰ	ei	∅	tʰ	ei	∅	tʰ	ɛi	∅	tʰ	ɛj	∅	tʰ	ei	∅	tʰ	iei	∅
𡲗	5619998	checked	ɡ	ɨu	t̚	ɡ	iu	t̚	ɡ	iuə	t̚	g	u	t̚	ɡ	iuə	t̚	g	i̯uə	t̚
𡲣	5620001	departing	k	ˠʌ	ŋ	k	ᵚɔ	ŋ	k	ɔ	ŋ	k	aɨw	ŋ	k	ɔ	ŋ	k	ɔ	ŋ
𡲬	5620004	checked	ɡ	ɨu	t̚	ɡ	iu	t̚	ɡ	iuə	t̚	g	u	t̚	ɡ	iuə	t̚	g	i̯uə	t̚
屢	5620008	departing	l	ɨo	∅	l	io	∅	l	io	∅	l	uə	̆	l	io	∅	l	i̯u	∅
屣	5620011	rising	ʃ	ˠiᴇ	∅	ʃ	ᵚiɛ	∅	ʃ	iɛ	∅	ʂ	jiə	̆	ʃ	je	∅	ʂ	ie	̯
㞜	5620014	level	tʰ	uʌi	∅	tʰ	uoi	∅	tʰ	uɒi	∅	tʰ	wəj	∅	tʰ	uᴀi	∅	tʰ	uɑ̆i	∅
𡳅	5620017	departing	kʰ	ˠiᴇi	∅	kʰ	ᵚiɛi	∅	kʰ	iæi	∅	kʰ	jiaj	∅	kʰ	jɛi	∅	kʰ	i̯ɛi	∅
𡳆	5620020	level	t͡sʰ	ɨʌ	∅	t͡sʰ	iɔ	∅	t͡sʰ	iɔ	∅	t͡sʰ	ɨə	̆	t͡sʰ	iɔ	∅	t͡sʰ	i̯wo	∅
𡳋	5620023	departing	t͡s	ɑ	n	t͡s	ɑ	n	t͡s	ɑ	n	t͡s	a	n	t͡s	ɑ	n	t͡s	ɑ	n
層	5620026	level	d͡z	ə	ŋ	d͡z	ə	ŋ	d͡z	ə	ŋ	d͡z	ə	ŋ	d͡z	ə	ŋ	d͡zʱ	ə	ŋ
履	5620029	rising	l	iɪ	∅	l	i	∅	l	jɪ	∅	l	i	∅	l	i	∅	l	i	∅
屧	5620032	checked	s	e	p̚	s	e	p̚	s	ɛ	p̚	s	ɛ	p̚	s	e	p̚	s	ie	p̚
㞟	5620035	rising	t	e	ŋ	t	e	ŋ	t	ɛ	ŋ	t	ɛj	ŋ	t	e	ŋ	t	ie	ŋ
𡳠	5620038	level	t͡sʰ	iɪ	∅	t͡sʰ	i	∅	t͡sʰ	jɪ	∅	t͡sʰ	i	∅	t͡sʰ	i	∅	t͡sʰ	i	∅
屨	5620040	departing	k	ɨo	∅	k	io	∅	k	io	∅	k	uə	̆	k	io	∅	k	i̯u	∅
屩	5620044	checked	k	ɨɐ	k̚	k	iɐ	k̚	k	iɑ	k̚	k	ɨa	k̚	k	ia	k̚	k	i̯a	k̚
㞡	5620047	rising	ʈ	ˠiᴇ	n	ʈ	ᵚiɛ	n	ȶ	iæ	n	ʈ	ia	n	ȶ	jɛ	n	ȶ	i̯ɛ	n
𡳭	5620050	rising	ʈʰ	ˠiɪ	∅	ʈʰ	ᵚi	∅	ȶʰ	iɪ	∅	ʈʰ	ji	∅	ȶʰ	ji	∅	ȶʰ	i	∅
屬	5620053	checked	t͡ɕ	ɨo	k̚	t͡ɕ	io	k̚	t͡ɕ	io	k̚	c	uaw	k̚	t͡ɕ	io	k̚	t͡ɕ	i̯wo	k̚
𡳸	5620056	checked	l	e	k̚	l	e	k̚	l	ɛ	k̚	l	ɛj	k̚	l	e	k̚	l	ie	k̚
屮	5620059	checked	ʈʰ	ˠiᴇ	t̚	ʈʰ	ᵚiɛ	t̚	ȶʰ	iæ	t̚	ʈʰ	ia	t̚	ȶʰ	jɛ	t̚	ȶʰ	i̯ɛ	t̚
屯	5620062	level	ʈ	iuɪ	n	ʈ	ʷi	n	ȶ	jue	n	ʈ	wi	n	ȶ	iuĕ	n	ȶ	i̯uĕ	n
㞢	5620065	level	t͡ɕ	ɨ	∅	t͡ɕ	ɨ	∅	t͡ɕ	ie	∅	c	ɨ	∅	t͡ɕ	iə	∅	t͡ɕ	i	∅
屰	5620068	checked	ŋ	ˠiæ	k̚	ŋ	ᵚia	k̚	ŋ	ia	k̚	ŋ	iaj	k̚	ŋ	iɐ	k̚	ŋ	iɐ	k̚
𡴀	5620070	level	pʰ	ɨo	ŋ	pʰ	io	ŋ	pʰ	io	ŋ	pʰ	uaw	ŋ	pʰ	io	ŋ	pʰ	i̯wo	ŋ
㞣	5620074	level	b	ɨu	n	b	iu	n	b	iuə	n	b	u	n	b	iuə	n	bʱ	i̯uə	n
㞷	5620077	level	ɡ	ʉɐ	ŋ	ɡ	ʷiɐ	ŋ	ɡ	iuɑ	ŋ	g	ua	ŋ	ɡ	iua	ŋ	g	iwa	ŋ
𡴆	5620080	checked	l	ɨu	k̚	l	iu	k̚	l	iu	k̚	l	uw	k̚	l	iu	k̚	l	i̯u	k̚
𡴊	5620083	checked	kʰ	ˠʌ	k̚	kʰ	ᵚɔ	k̚	kʰ	ɔ	k̚	kʰ	aɨw	k̚	kʰ	ɔ	k̚	kʰ	ɔ	k̚
𡴎	5620086	checked	ŋ	ˠiᴇ	t̚	ŋ	ᵚiɛ	t̚	ŋ	iæ	t̚	ŋ	ia	t̚	ŋ	jɛ	t̚	ŋ	i̯ɛ	t̚
𡴞	5620089	rising	j	iuɪ	n	j	ʷi	n	∅	jue	n	j	wi	n	∅	iuĕ	n	∅	i̯uĕ	n
𡴥	5620092	level	ʈʰ	ˠiᴇ	∅	ʈʰ	ᵚiɛ	∅	ȶʰ	iɛ	∅	ʈʰ	jiə	̆	ȶʰ	je	∅	ȶʰ	ie	̯
山	5620095	level	ʃ	ˠɛ	n	ʃ	ᵚæ	n	ʃ	æ	n	ʂ	əɨ	n	ʃ	ɛ	n	ʂ	ă	n
屳	5620098	level	h	iᴇ	n	h	iɛ	n	x	jæ	n	h	ia	n	x	iɛ	n	x	i̯ɛ	n
屴	5620101	checked	l	ɨ	k̚	l	ɨ	k̚	l	ie	k̚	l	i	k̚	l	iə	k̚	l	i̯ə	k̚
屵	5620104	rising	ŋ	ɨɐ	n	ŋ	iɐ	n	ŋ	iɐ	n	ŋ	ɨa	n	ŋ	iɐ	n	ŋ	ɨ̯ɐ	n
㞥	5620107	level	d͡ʒ	ˠiɪ	m	ɖ͡ʐ	ᵚi	m	d͡ʒ	ie	m	ɖ͡ʐ	ji	m	d͡ʒ	jə	m	ɖ͡ʐʱ	i̯ə	m
㞦	5620110	rising	k	iɪ	∅	k	i	∅	k	jɪ	∅	k	i	∅	k	i	∅	k	i	∅
𡴺	5620113	checked	t͡s	e	t̚	t͡s	e	t̚	t͡s	ɛ	t̚	t͡s	ɛ	t̚	t͡s	e	t̚	t͡s	ie	t̚
屸	5620116	level	l	u	ŋ	l	u	ŋ	l	u	ŋ	l	əw	ŋ	l	u	ŋ	l	u	ŋ
屹	5620119	checked	ŋ	ɨ	t̚	ŋ	ɨ	t̚	ŋ	iə	t̚	ŋ	ɨ	t̚	ŋ	iə	t̚	ŋ	i̯ə	t̚
屺	5620122	rising	kʰ	ɨ	∅	kʰ	ɨ	∅	kʰ	ie	∅	kʰ	ɨ	∅	kʰ	iə	∅	kʰ	i	∅
屼	5620125	checked	ŋ	uə	t̚	ŋ	uo	t̚	ŋ	uə	t̚	ŋ	wə	t̚	ŋ	uə	t̚	ŋ	uə	t̚
屾	5620128	level	ʃ	ɪ	n	ʃ	ɪ	n	ʃ	ie	n	ʂ	i	n	ʃ	iĕ	n	ʂ	i̯æ	n
岈	5620131	level	h	ˠa	∅	h	ᵚa	∅	x	a	∅	h	aɨ	∅	x	a	∅	x	a	∅
岉	5620134	checked	m	ɨu	t̚	m	iu	t̚	m	iuə	t̚	m	u	t̚	m	iuə	t̚	m	i̯uə	t̚
岊	5620137	checked	d͡z	e	t̚	d͡z	e	t̚	d͡z	ɛ	t̚	d͡z	ɛ	t̚	d͡z	e	t̚	d͡zʱ	ie	t̚
岏	5620143	level	ŋ	uɑ	n	ŋ	ʷɑ	n	ŋ	uɑ	n	ŋ	wa	n	ŋ	uɑ	n	ŋ	uɑ	n
岐	5620146	level	ɡ	iᴇ	∅	ɡ	iɛ	∅	ɡ	jɛ	∅	g	iə	̆	ɡ	ie	∅	g	ie	̯
岑	5620149	level	d͡ʒ	ˠiɪ	m	ɖ͡ʐ	ᵚi	m	d͡ʒ	ie	m	ɖ͡ʐ	ji	m	d͡ʒ	jə	m	ɖ͡ʐʱ	i̯ə	m
岓	5620151	level	ɡ	ɨi	∅	ɡ	ɨi	∅	ɡ	iəi	∅	g	ɨj	∅	ɡ	iəi	∅	g	e̯i	∅
岔	5620155	departing	t͡ʃʰ	ˠa	∅	ʈ͡ʂʰ	ᵚa	∅	t͡ʃʰ	a	∅	ʈ͡ʂʰ	aɨ	∅	t͡ʃʰ	a	∅	ʈ͡ʂʰ	a	∅
𡵙	5620158	departing	ŋ	ɑ	ŋ	ŋ	ɑ	ŋ	ŋ	ɑ	ŋ	ŋ	a	ŋ	ŋ	ɑ	ŋ	ŋ	ɑ	ŋ
岝	5620161	checked	d͡z	ɑ	k̚	d͡z	ɑ	k̚	d͡z	ɑ	k̚	d͡z	a	k̚	d͡z	ɑ	k̚	d͡zʱ	ɑ	k̚
岟	5620164	rising	ʔ	ɨɐ	ŋ	ʔ	iɐ	ŋ	ʔ	iɑ	ŋ	ʔ	ɨa	ŋ	ʔ	ia	ŋ	ʔ	i̯a	ŋ
岡	5620167	level	k	ɑ	ŋ	k	ɑ	ŋ	k	ɑ	ŋ	k	a	ŋ	k	ɑ	ŋ	k	ɑ	ŋ
岢	5620170	rising	kʰ	ɑ	∅	kʰ	ɑ	∅	kʰ	ɑ	∅	kʰ	a	∅	kʰ	ɑ	∅	kʰ	ɑ	∅
岣	5620173	level	k	ɨo	∅	k	io	∅	k	io	∅	k	uə	̆	k	io	∅	k	i̯u	∅
岦	5620176	checked	l	iɪ	p̚	l	i	p̚	l	je	p̚	l	i	p̚	l	iə	p̚	l	i̯ə	p̚
岧	5620179	level	d	eu	∅	d	eu	∅	d	eu	∅	d	ɛw	∅	d	eu	∅	dʱ	ieu	∅
岨	5620182	level	t͡sʰ	ɨʌ	∅	t͡sʰ	iɔ	∅	t͡sʰ	iɔ	∅	t͡sʰ	ɨə	̆	t͡sʰ	iɔ	∅	t͡sʰ	i̯wo	∅
岫	5620185	departing	z	ɨu	∅	z	iu	∅	z	iəu	∅	z	uw	∅	z	iu	∅	z	i̯ə̯u	∅
岯	5620191	level	b	ˠiɪ	∅	b	ᵚi	∅	b	iɪ	∅	b	ji	∅	b	ji	∅	bʱ	i	∅
岱	5620195	departing	d	ʌi	∅	d	əi	∅	d	ɒi	∅	d	əj	∅	d	ᴀi	∅	dʱ	ɑ̆i	∅
岳	5620198	checked	ŋ	ˠʌ	k̚	ŋ	ᵚɔ	k̚	ŋ	ɔ	k̚	ŋ	aɨw	k̚	ŋ	ɔ	k̚	ŋ	ɔ	k̚
岵	5620201	rising	ɦ	uo	∅	ɦ	uo	∅	ɣ	o	∅	ɦ	ɔ	∅	ɣ	o	∅	ɣ	uo	∅
岷	5620204	level	m	ˠiɪ	n	m	ᵚi	n	m	ie	n	m	ji	n	m	jĕ	n	m	i̯ĕ	n
岸	5620207	departing	ŋ	ɑ	n	ŋ	ɑ	n	ŋ	ɑ	n	ŋ	a	n	ŋ	ɑ	n	ŋ	ɑ	n
岻	5620210	level	ɖ	ˠiɪ	∅	ɖ	ᵚi	∅	ȡ	iɪ	∅	ɖ	ji	∅	ȡ	ji	∅	ȡʱ	i	∅
㞽	5620213	checked	h	ʉɐ	t̚	h	ʷiɐ	t̚	x	iuɐ	t̚	h	ua	t̚	x	iuɐ	t̚	x	i̯wɐ	t̚
𡶇	5620216	checked	m	ˠiɪ	t̚	m	ᵚi	t̚	m	ie	t̚	m	ji	t̚	m	jĕ	t̚	m	i̯ĕ	t̚
𡶎	5620219	departing	m	ʉi	∅	m	ʷɨi	∅	m	iuəi	∅	m	uj	∅	m	iuəi	∅	m	we̯i	∅
𡶒	5620222	checked	b	ɨu	t̚	b	iu	t̚	b	iuə	t̚	b	u	t̚	b	iuə	t̚	bʱ	i̯uə	t̚
岍	5620225	level	kʰ	e	n	kʰ	e	n	kʰ	ɛ	n	kʰ	ɛ	n	kʰ	e	n	kʰ	ie	n
峉	5620229	checked	ŋ	ˠæ	k̚	ŋ	ᵚa	k̚	ŋ	a	k̚	ŋ	aɨj	k̚	ŋ	ɐ	k̚	ŋ	ɐ	k̚
峋	5620232	level	s	iuɪ	n	s	ʷi	n	s	jue	n	s	wi	n	s	iuĕ	n	s	i̯uĕ	n
峏	5620235	level	ȵ	ɨ	∅	ȵ	ɨ	∅	ȵʑ	ie	∅	ȵ	ɨ	∅	ȵ	iə	∅	ȵʑ	i	∅
峐	5620237	level	k	ʌi	∅	k	əi	∅	k	ɒi	∅	k	əj	∅	k	ᴀi	∅	k	ɑ̆i	∅
峑	5620242	level	t͡sʰ	iuᴇ	n	t͡sʰ	ʷiɛ	n	t͡sʰ	juæ	n	t͡sʰ	wia	n	t͡sʰ	iuɛ	n	t͡sʰ	i̯wɛ	n
峒	5620245	level	d	u	ŋ	d	u	ŋ	d	u	ŋ	d	əw	ŋ	d	u	ŋ	dʱ	u	ŋ
峓	5620248	level	j	iɪ	∅	j	i	∅	∅	jɪ	∅	j	i	∅	∅	i	∅	∅	i	∅
峔	5620251	rising	m	uo	∅	m	uo	∅	m	o	∅	m	ɔ	∅	m	o	∅	m	uo	∅
峗	5620254	level	ŋ	ˠiuᴇ	∅	ŋ	ʷᵚiɛ	∅	ŋ	iuɛ	∅	ŋ	jwiə	̆	ŋ	jue	∅	ŋ	wie	̯
峘	5620258	level	ɦ	uɑ	n	ɦ	ʷɑ	n	ɣ	uɑ	n	ɦ	wa	n	ɣ	uɑ	n	ɣ	uɑ	n
